,UserName,OriginalTweet,Sentiment,Sentiment_float
420,1533,"If you have extra unopened #handsanitizer &amp; want it to be used well, please send it to @NYC_Relief! We also need $ to help us keep up with the increased demand of food for our homeless friends! #homelessness #Covid_19 #CoronaOutbreak #CoronavirusPandemic https://t.co/Jjk5y2BwL7",Extremely Positive,5.0
421,2367,"OK.......I've had enough.

The grocery store took away all the ready made food that I can eat.  I have a very limited diet and work 12 hour night shifts, do 2 podcasts, and I'm in grad school.  There's no more TP or Wifey food.  

STOP PANICKING ABOUT #coronavirus !!!!!!",Extremely Negative,1.0
422,177,"If retail store and restaurant bathrooms taught me anything, the only people that need to wash their hands are the employees that work there ?. #coronavirus #WashYourHands",Neutral,3.0
423,1764,"""First time Ive lived through a panic-storming of grocery stores. All I wanted was apples and yogurt."" 

STORY: Reports of lengthy lines, shelves running low at several Ontario grocery stores

#Coronavirus #COVID_19 #CoronaOutbreak

https://t.co/PwzWNI4Xnk",Extremely Negative,1.0
424,1490,"@Ryanair is at its usual #Covid_19 #ripoff best. Mail says ""Rebook free through March 31"" - good #PR no?  but there's a catch - Tries to rebook in summer - all flight prices offered are more expensive  - then you check live prices... way lower #scandalous",Positive,4.0
425,740,"Worst time to be long on consumer discretionary stocks 
#stonks #Covid_19",Extremely Negative,1.0
426,840,The TP section at my local grocery store. All of the food and drink aisles are perfectly normal and fully stocked. I am very confused about this #ToiletPaperApocalypse #Covid_19 https://t.co/0NYGaZtP9J,Positive,4.0
427,1333,@20YS @Lysol @TorontoStar @dougquan Sickening that people are trying to make money of a pandemic,Negative,2.0
428,697,"#CoronaVirusFrance : le rayon pâtes alimentaires, comme lautre jour!

Here is again, like the other day, pasta department, in a #Paris region supermarket...
People keep buying and stocking like if we were on small island or in the middle of the desert.

#Covid_19 #coronavirus https://t.co/1p1bjMfvAp",Extremely Positive,5.0
429,737,"Important point on the panic buying.

Lots of images of empty shelves doing the rounds on social media.

The shelves will be re-stocked tomorrow. Italy is actually in lockdown, and supermarkets are still operating fine.

There will be food. Breathe. #Covid_19 https://t.co/tAJT0yMLG1",Negative,2.0
430,693,"The pandemia consumer needs &amp; spending hierarchy:
0?? health
1?? food and water
2?? energy
3?? information (&amp; technology) 
4?? mobility
5?? money (&amp; value)
6?? community
#Korona #koronavirus #Koronavirusfi #COVID2019 #Corona #CoronaOutbreak #CoronaVirusUpdate https://t.co/yiFVD0MWGf",Positive,4.0
431,1391,"Due to COVID-19 Ill be cancelling or postponing all in person meetups. Shopping sessions can be done online if you want. Well figure it out yall 

?findom?collegedomme?bratty",Negative,2.0
432,79,".@Target taking #coronavirus #COVID19 seriously. Stores are adding hours and staff to clean more rigorously, stopping food samples, bolstering order pick up and drive up, encouraging employees to stay home, adding more stock, and limiting # of items in purchases.

@wsyx6 https://t.co/p1EJDPvnyy",Positive,4.0
433,130,"Avoid the panic and empty shelves at the stores and stock up now with Amazon Pantry items! 
https://t.co/1gWRwNuc0x   

#ad #coronavirus #prepper #BePrepared 
#Corona #CoronavirusOutbreak #Soldout
#Coronavid19  #wuhanvirus #CoronavirusUSA 
#COVID19 #WuhanCoronavirus #toiletpaper",Extremely Negative,1.0
434,1324,"Now I know whos hording all the toilet paper! Its the grandmas! Ive never seen a line like this at the supermarket before, stretched all the way back to the far corner of the store...
#Covid_19 #CoronaOutbreak #panicbuying https://t.co/kTPcYA9vtY",Negative,2.0
435,320,"Athens Stock Exchange opening: Nosedive 

Equity prices were significantly dropping on the #Athens Stock Exchange on Thursday. The basic share price index was down 9.07 percent

https://t.co/dbtDv2BmGq

#Greece #COVID?19 #Covid_19 #coronavirus",Positive,4.0
436,1521,"Did anyone hear in the budget a pledge to help people on food banks? who are now facing no food as a result of panic buying that is 1,6 million people facing severe hardships in the coming months #BorisOut #UK #Covid_19 #SirPatrickVallance",Extremely Negative,1.0
437,140,"Doesnt matter whats going on, Marthas on her grind https://t.co/FPj5PDT8Dh",Neutral,3.0
438,644,"Logic from a 6 year old..  Mom, why dont these people stock up on food, cause you wont really need toilet paper if you have nothing to eat ?????? #coronavirus #COVID19",Positive,4.0
439,2515,"Rumors and misinformation is dangerous, Creating panic, chaos and jeopardizing safety. Read this regarding state of Emergency in New York City and stop rushing for toilet paper and canned food.... we will go through this if everybody is doing its part... https://t.co/YPHl7lEKqK",Extremely Negative,1.0
440,761,"I love that Indians are dealing with fascist policies, the impending COVID-19 threat now it's reached our shores are still managing to laugh, have sex, demand good food and look for love. Survival is hope more than it's outrage.",Extremely Positive,5.0
441,119,"Low gas prices could hurt economy as #Toronto drivers take advantage:

https://t.co/JqOHbi6b9j @torontodotcom #COVID19 #COVID2019 #CoronaVirusCanada",Negative,2.0
442,1162,"@WillDS @comcast I saw an article that .@ATT is suspending theirs.
Which, of course, proves that data caps are BS just to secretly raise prices to start with. #Covid_19 #CoronavirusPandemic #coronapocalypse",Neutral,3.0
443,1216,"When I watch a nature documentary and see buffalo panicking in a stampede I want to scream at the television, just work together and youll all be ok.

Then I went to the supermarket last night and I realized

I am the buffalo. 

#Covid_19 #pandemic #panicbuying",Extremely Negative,1.0
444,364,"Government advice - no indoor gatherings more than 100.
Every supermarket right now... #Covid_19 #COVID2019IRELAND https://t.co/ppTWkZQ3L8",Negative,2.0
445,117,"Metro Manila Lock Down will cause shortage of food supply, hoarding of stuffs, less fortunate families will not be able to stock up, and a lot more. Oh Lord, we pray for covid-19 to end before everything boils down to worst.",Negative,2.0
446,1218,Just dont shut down online shopping and amazon prime! Please and thank you #Covid_19,Extremely Positive,5.0
447,2086,I now see why drones would come in handy for online shopping and delivery. #coronavirus,Neutral,3.0
448,2036,"Say it isnt so @ShopprsDrugMart!

#ShoppersDrugMart hikes prices beyond belief amid #coronavirus #pandemic https://t.co/bMOhv15Ng9 #Toronto #Ontario #Canada #ShoppersDrugMart #TP #COVID19 #COVID2019 #CoronavirusPandemic

@blogTO 

https://t.co/bIOzcUS2pB https://t.co/2KwdnHCUfk",Neutral,3.0
449,504,"Went to the grocery store to pick up some stuff and its super busy. Not because #Covid_19, but because of spring breakers. The college kids arent letting the pandemic keep them from a good time.",Extremely Positive,5.0
450,1114,"#Canada seems to react pretty well to #Covid_19 Massive discounts offered for soaps, liquid or solid.
I've seen it in my local supermarket and drugstore and it is really nice !",Extremely Positive,5.0
451,1173,"Q: Should stocks be worth less today than they were a month ago given the continued spread of #Covid_19?

A: Highly likely. Stock prices weren't pricing in bad news before. Now they are.",Negative,2.0
452,1214,"When your brand represents essential consumer goods category, and it still doesn't get picked up, despite a wave of consumer-triggered panic-buying ?

https://t.co/GNNpPKLFIF

#coronavirus #COVID2019 #CoronaOutbreak #Dasani",Negative,2.0
453,2271,"Between my wife &amp; I, we went to two different stores today (my wife to our local grocery store while I went to BJs after work.). 

Neither store had any toilet paper &amp; BJs is limiting members how much they can buy. ?
#corona #CoronaVirus #ToiletPaper #COVID #COVID19 #covid_19 https://t.co/yRuGJfNVLk",Neutral,3.0
454,1411,"H-E-B has been preparing for #COVID?19 &amp; we are in a strong position to keep replenishing shelves.  Customers shouldn't panic, we continue to restock shelves. We encourage preparedness, not stockpiling  please buy what you need &amp; leave some for your neighbor behind you.",Positive,4.0
455,205,"Getting back to the impact of #coronavirus on the consumer, the question this article asks is if #creditcard travel #insurance covers #covid_19. The only way to know for sure is to check your card's policy.

https://t.co/6g2IRU09VX",Positive,4.0
456,1612,The look on every person's face in the grocery store... #Covid_19 https://t.co/5SKLh4ptoW,Neutral,3.0
457,1212,Retailers across the board have upped their store cleaning regiments. https://t.co/qjlsxWdmnp #retail #coronavirus https://t.co/NoELxMLpbR,Neutral,3.0
458,820,"All these years, ppl looked at me like a freak for using hand sanitizer after trvling in bus/metro,washing hands aftr reaching office. 
Today, it's been set as a norm!
The spices/turmeric in our food were never only for taste, continue with'em.
Don't panic,Be Hygienic!
#Covid_19",Positive,4.0
459,1063,Food bank donations are down by up to c.75% due to Covid-19 - &amp; at the same time demand is likely to rise from people on zero hours contracts who have no work. Please consider donating £ online to your local food bank so they can purchase what they need. Eg @NPFoodbank   1/2,Negative,2.0
460,530,Welp time to stock up on can food and yes.... Toilet paper. Thanks everyone for mass buying toilet paper to the point that I now have to buy more toilet paper to make sure I can still take a shit in two weeks. Jesus ? xD. #Covid_19 #ToiletPaperApocalypse,Extremely Positive,5.0
461,776,Forget #panicatthedisco its now insanity! at the grocery store #Covid_19 #CoronavirusPandemic,Extremely Negative,1.0
462,1303,"In a #digital era many jobs can be done remotely. If you have to #StayHome you can keep on working. Time to polish your #digitalskills!

Get more info on #Covid_19 ??https://t.co/hzMsKsSEHD

#FlattenTheCurve https://t.co/s3JW72jIg2",Neutral,3.0
463,1994,They just closed every school in my County until April 13th. Another day passed and I didn't go to the grocery store because I heard all the shelves in the stores were bare.  Over it. #COVID2019 #TompkinsCountyNY,Neutral,3.0
